"UNIQUE_ID","STATION_ID","AGENCY_CODE","DATE","METHOD","SAMPLE_NUMBER","CONDITION","REACH","YEAR","REACH_YEAR","ISSUE","WARNING","FINAL_ID","AGENCY_ID","REPORTING_VALUE","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","SUBORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","SPECIES"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","LEPTOCERIDAE","LEPTOCERIDAE",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","INTEGRIPALPIA","LEPTOCERIDAE","LEPTOCERIDAE","LEPTOCERIDAE","LEPTOCERIDAE","LEPTOCERIDAE"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","LEPTOXIS_CARINATA","LEPTOXIS_CARINATA",1,"MOLLUSCA","MOLLUSCA","GASTROPODA","GASTROPODA","NEOTAENIOGLOSSA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","LEPTOXIS","LEPTOXIS_CARINATA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","MACROSTEMUM","MACROSTEMUM",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","MACRONEMATINAE","MACRONEMATINI","MACROSTEMUM","MACROSTEMUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PLAUDITUS","PLAUDITUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","PLAUDITUS","PLAUDITUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PROTOPTILA","PROTOPTILA",14,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","GLOSSOSOMATIDAE","PROTOPTILINAE","PROTOPTILINAE","PROTOPTILA","PROTOPTILA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","STENELMIS","STENELMIS",44,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","TRICORYTHODES","TRICORYTHODES",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ACENTRELLA","ACENTRELLA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","ACENTRELLA","ACENTRELLA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","AGNETINA","AGNETINA",10,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","PERLINI","AGNETINA","AGNETINA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",11,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","BRACHYCENTRUS","BRACHYCENTRUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","INTEGRIPALPIA","BRACHYCENTRIDAE","BRACHYCENTRIDAE","BRACHYCENTRIDAE","BRACHYCENTRUS","BRACHYCENTRUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CHEUMATOPSYCHE","CHEUMATOPSYCHE",15,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","CHEUMATOPSYCHE","CHEUMATOPSYCHE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CHIMARRA","CHIMARRA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","PHILOPOTAMIDAE","CHIMARRINAE","CHIMARRINAE","CHIMARRA","CHIMARRA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CHIRONOMIDAE","CHIRONOMIDAE",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CORBICULA","CORBICULA",8,"MOLLUSCA","MOLLUSCA","BIVALVIA","HETERODONTA","VENEROIDA","VENEROIDA","CORBICULIDAE","CORBICULIDAE","CORBICULIDAE","CORBICULA","CORBICULA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","HETEROCLOEON","HETEROCLOEON",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","HETEROCLOEON","HETEROCLOEON"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","HYDROPSYCHE","HYDROPSYCHE",5,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ISONYCHIA","ISONYCHIA",10,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","LEPTOXIS","LEPTOXIS",2,"MOLLUSCA","MOLLUSCA","GASTROPODA","GASTROPODA","NEOTAENIOGLOSSA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","LEPTOXIS","LEPTOXIS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","MACCAFFERTIUM","MACCAFFERTIUM",5,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","MACROSTEMUM","MACROSTEMUM",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","MACRONEMATINAE","MACRONEMATINI","MACROSTEMUM","MACROSTEMUM"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","OPTIOSERVUS","OPTIOSERVUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","OPTIOSERVUS","OPTIOSERVUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","PETROPHILA","PETROPHILA",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","LEPIDOPTERA","LEPIDOPTERA","CRAMBIDAE","NYMPHULINAE","ARGYRACTINI","PETROPHILA","PETROPHILA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","PLAUDITUS","PLAUDITUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","PLAUDITUS","PLAUDITUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","PLEUROCERA","PLEUROCERA",1,"MOLLUSCA","MOLLUSCA","GASTROPODA","GASTROPODA","NEOTAENIOGLOSSA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERA","PLEUROCERA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","STENELMIS","STENELMIS",19,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","TRICORYTHODES","TRICORYTHODES",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","AGNETINA","AGNETINA",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","PERLINI","AGNETINA","AGNETINA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","ARGIA","ARGIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","ODONATA","ZYGOPTERA","COENAGRIONIDAE","COENAGRIONIDAE","COENAGRIONIDAE","ARGIA","ARGIA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","BAETIS","BAETIS",18,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","BAETIS","BAETIS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","CHEUMATOPSYCHE","CHEUMATOPSYCHE",17,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","CHEUMATOPSYCHE","CHEUMATOPSYCHE"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","CHIMARRA","CHIMARRA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","PHILOPOTAMIDAE","CHIMARRINAE","CHIMARRINAE","CHIMARRA","CHIMARRA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","CORBICULA","CORBICULA",1,"MOLLUSCA","MOLLUSCA","BIVALVIA","HETERODONTA","VENEROIDA","VENEROIDA","CORBICULIDAE","CORBICULIDAE","CORBICULIDAE","CORBICULA","CORBICULA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","DUGESIA","DUGESIA",1,"PLATYHELMINTHES","RHABDITOPHORA","TREPAXONEMATA","TREPAXONEMATA","NEOOPHORA","NEOOPHORA","PLANARIIDAE","PLANARIIDAE","PLANARIIDAE","DUGESIA","DUGESIA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","HELICOPSYCHE","HELICOPSYCHE",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","INTEGRIPALPIA","HELICOPSYCHIDAE","HELICOPSYCHIDAE","HELICOPSYCHIDAE","HELICOPSYCHE","HELICOPSYCHE"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","HETEROCLOEON","HETEROCLOEON",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","HETEROCLOEON","HETEROCLOEON"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","HYDROPSYCHE","HYDROPSYCHE",4,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","ISONYCHIA","ISONYCHIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","LEPTOXIS","LEPTOXIS",4,"MOLLUSCA","MOLLUSCA","GASTROPODA","GASTROPODA","NEOTAENIOGLOSSA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","LEPTOXIS","LEPTOXIS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","LEUCROCUTA","LEUCROCUTA",5,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","LEUCROCUTA","LEUCROCUTA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","MACCAFFERTIUM","MACCAFFERTIUM",4,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","OLIGOCHAETA","OLIGOCHAETA",1,"ANNELIDA","CLITELLATA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","OPTIOSERVUS","OPTIOSERVUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","OPTIOSERVUS","OPTIOSERVUS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","ORTHOTRICHIA","ORTHOTRICHIA",5,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","ORTHOTRICHIINI","ORTHOTRICHIA","ORTHOTRICHIA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","PETROPHILA","PETROPHILA",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","LEPIDOPTERA","LEPIDOPTERA","CRAMBIDAE","NYMPHULINAE","ARGYRACTINI","PETROPHILA","PETROPHILA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","STENELMIS","STENELMIS",38,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","TELOGANOPSIS","TELOGANOPSIS",4,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","EPHEMERELLIDAE","EPHEMERELLIDAE","EPHEMERELLIDAE","TELOGANOPSIS","TELOGANOPSIS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","TRICORYTHODES","TRICORYTHODES",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",6,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","BAETIS","BAETIS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","BAETIS","BAETIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CHEUMATOPSYCHE","CHEUMATOPSYCHE",11,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","CHEUMATOPSYCHE","CHEUMATOPSYCHE"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CORBICULA","CORBICULA",6,"MOLLUSCA","MOLLUSCA","BIVALVIA","HETERODONTA","VENEROIDA","VENEROIDA","CORBICULIDAE","CORBICULIDAE","CORBICULIDAE","CORBICULA","CORBICULA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CORYDALUS_CORNUTUS","CORYDALUS_CORNUTUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","MEGALOPTERA","MEGALOPTERA","CORYDALIDAE","CORYDALINAE","CORYDALINAE","CORYDALUS","CORYDALUS_CORNUTUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","GAMMARUS","GAMMARUS",1,"ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE","GAMMARIDAE","GAMMARIDAE","GAMMARUS","GAMMARUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","HEMERODROMIA","HEMERODROMIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","BRACHYCERA","EMPIDIDAE","HEMERODROMIINAE","HEMERODROMIINI","HEMERODROMIA","HEMERODROMIA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","HYDROPSYCHE_SCALARIS","HYDROPSYCHE_SCALARIS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE_SCALARIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","ISONYCHIA","ISONYCHIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","LEPTOXIS_CARINATA","LEPTOXIS_CARINATA",1,"MOLLUSCA","MOLLUSCA","GASTROPODA","GASTROPODA","NEOTAENIOGLOSSA","NEOTAENIOGLOSSA","PLEUROCERIDAE","PLEUROCERIDAE","PLEUROCERIDAE","LEPTOXIS","LEPTOXIS_CARINATA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","MACROSTEMUM","MACROSTEMUM",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","MACRONEMATINAE","MACRONEMATINI","MACROSTEMUM","MACROSTEMUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PETROPHILA","PETROPHILA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","LEPIDOPTERA","LEPIDOPTERA","CRAMBIDAE","NYMPHULINAE","ARGYRACTINI","PETROPHILA","PETROPHILA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PROTOPTILA","PROTOPTILA",15,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","GLOSSOSOMATIDAE","PROTOPTILINAE","PROTOPTILINAE","PROTOPTILA","PROTOPTILA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PSEPHENUS_HERRICKI","PSEPHENUS_HERRICKI",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","PSEPHENIDAE","PSEPHENINAE","PSEPHENINAE","PSEPHENUS","PSEPHENUS_HERRICKI"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","STENELMIS","STENELMIS",43,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","TRICORYTHODES","TRICORYTHODES",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ACENTRELLA","ACENTRELLA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","ACENTRELLA","ACENTRELLA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","AGNETINA","AGNETINA",23,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","PERLINI","AGNETINA","AGNETINA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",18,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","BAETIS","BAETIS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","BAETIS","BAETIS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","BRACHYCENTRUS","BRACHYCENTRUS",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","INTEGRIPALPIA","BRACHYCENTRIDAE","BRACHYCENTRIDAE","BRACHYCENTRIDAE","BRACHYCENTRUS","BRACHYCENTRUS"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CHEUMATOPSYCHE","CHEUMATOPSYCHE",53,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","CHEUMATOPSYCHE","CHEUMATOPSYCHE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CHIRONOMIDAE","CHIRONOMIDAE",10,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE","CHIRONOMIDAE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","CORBICULA","CORBICULA",3,"MOLLUSCA","MOLLUSCA","BIVALVIA","HETERODONTA","VENEROIDA","VENEROIDA","CORBICULIDAE","CORBICULIDAE","CORBICULIDAE","CORBICULA","CORBICULA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","HETEROCLOEON","HETEROCLOEON",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","HETEROCLOEON","HETEROCLOEON"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","HYDROPSYCHE","HYDROPSYCHE",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ISONYCHIA","ISONYCHIA",11,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA"
