UNIQUE_ID,STATION_ID,DATE,SAMPLE_NUMBER,AGENCY_CODE,METHOD,FINAL_ID,REPORTING_VALUE
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,TRICORYTHODES,8
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,6
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,BAETIS,5
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,15
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,CORBICULA,8
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,EPHEMERELLIDAE,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,HEMERODROMIA,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,3
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,LEPTOCERIDAE,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,LEPTOXIS CARINATA,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,PLAUDITUS,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,14
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,STENELMIS,44
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,ACENTRELLA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,AGNETINA,10
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,11
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,15
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,CHIMARRA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,CORBICULA,8
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,HETEROCLOEON,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,5
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,ISONYCHIA,10
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,LEPTOXIS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,5
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,OPTIOSERVUS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,PETROPHILA,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,PLAUDITUS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,PLEUROCERA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,STENELMIS,19
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,ICPRB,Kick Net,TRICORYTHODES,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,AGNETINA,3
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,2
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,ARGIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,BAETIS,18
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,17
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,CHIMARRA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,CORBICULA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,DUGESIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,HELICOPSYCHE,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,3
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,ISONYCHIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,LEPTOXIS,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,5
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,OLIGOCHAETA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,OPTIOSERVUS,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,5
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,PETROPHILA,2
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,STENELMIS,38
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,TELOGANOPSIS,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,ICPRB,Kick Net,TRICORYTHODES,3
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,6
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,BAETIS,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,11
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,CORBICULA,6
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,2
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,HEMERODROMIA,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE SCALARIS,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,LEPTOXIS CARINATA,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,PETROPHILA,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,15
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,PSEPHENUS HERRICKI,1
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,STENELMIS,43
CRckLR_100B_41862,CRckLR_100B,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,3
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,ACENTRELLA,1
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,AGNETINA,23
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,18
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,BAETIS,2
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,3
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,53
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,10
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,CORBICULA,3
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,HETEROCLOEON,3
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,3
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,ISONYCHIA,11
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,LEPTOXIS,4
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,8
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,MACROSTEMUM,2
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,NEOPERLA,2
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,OPTIOSERVUS,4
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,PETROPHILA,5
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,PLAUDITUS,10
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,STENELMIS,53
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,TAENIOPTERYX,1
CRckLR_200C_41208,CRckLR_200C,10/26/2012,1,ICPRB,Kick Net,TELOGANOPSIS,1
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,AGNETINA,10
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,6
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,BAETIS,30
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,BRACHYCENTRUS,6
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,25
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,DUGESIA,1
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,GONIOBASIS,1
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,HEMERODROMIA,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,8
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,ISONYCHIA,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,LEPTOXIS,5
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,15
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,8
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,MACROSTEMUM,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,ORTHOCLADIINAE,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,12
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,13
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,PETROPHILA,3
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,STENELMIS,41
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,TELOGANOPSIS,2
CRckLR_200C_41508,CRckLR_200C,8/22/2013,1,ICPRB,Kick Net,TRICORYTHODES,9
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,AGNETINA CAPITATA,2
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,11
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,16
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,CORBICULA,9
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,1
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,4
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,5
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,5
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE PHALERATA,2
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE SCALARIS,5
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,2
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,LEPTOXIS CARINATA,1
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,LUMBRICULIDAE,3
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM,3
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,3
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,PETROPHILA,1
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,24
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,STENELMIS,77
CRckLR_200C_41862,CRckLR_200C,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,7
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,ACERPENNA,3
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,AGNETINA,7
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,ARGIA,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,13
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,2
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,CORBICULA,6
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,CORYDALUS,2
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,HEPTAGENIIDAE,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,HYDROPSYCHE,2
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,HYDROPTILA,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,ISONYCHIA,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,LEPTOXIS,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,5
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,MACROSTEMUM,7
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,NEURECLIPSIS,1
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,PETROPHILA,4
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,PLAUDITUS,2
CRckUL_100A_41169,CRckUL_100A,9/17/2012,1,ICPRB,Kick Net,STENELMIS,45
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,AGNETINA CAPITATA,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,BAETIS,5
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,CAENIS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,14
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,CORBICULA,2
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,5
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,2
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM,2
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,2
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,MICROCYLLOEPUS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS TRIVITTATUS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,SERRATELLA DEFICIENS,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,STENELMIS,73
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,3
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,TURBELLARIA,1
CRckUL_100A_41862,CRckUL_100A,8/11/2014,1,ICPRB,Kick Net,TVETENIA DISCOLORIPES,1
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,ACENTRELLA,2
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,2
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,BAETIS,8
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,1
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,CERACLEA,1
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,2
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,CORBICULA,5
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,CORYDALUS,3
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,HYDROPSYCHE,6
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,ISONYCHIA,1
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,3
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,MACROSTEMUM,8
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,NEOPERLA,9
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,NEURECLIPSIS,2
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,OLIGOCHAETA,1
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,PETROPHILA,8
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,PLAUDITUS,4
CRckUL_100B_41169,CRckUL_100B,9/17/2012,1,ICPRB,Kick Net,STENELMIS,77
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,3
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,BAETIS,3
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,BRACHYCENTRUS NIGROSOMA,3
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,17
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,CHIMARRA OBSCURA,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,CHIMARRA SOCIA,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,CORBICULA,6
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE SCALARIS,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM,2
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,9
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,NEOPERLA,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS TRIVITTATUS,1
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,2
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,SIMULIUM,2
CRckUL_100B_41862,CRckUL_100B,8/11/2014,1,ICPRB,Kick Net,STENELMIS,55
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,AGNETINA,3
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,BAETIS,11
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,8
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,7
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,CORBICULA,19
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,CORYDALUS,1
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,HYDROPSYCHE,10
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,ISONYCHIA,3
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,8
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,MACROSTEMUM,13
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,NEOPERLA,4
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,NEURECLIPSIS,2
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,OLIGOCHAETA,1
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,PETROPHILA,7
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,PLAUDITUS,6
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,STENELMIS,80
CRckUL_200C_41169,CRckUL_200C,9/17/2012,1,ICPRB,Kick Net,TRICORYTHODES,3
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,AGNETINA,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,4
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,BAETIS INTERCALARIS,3
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,BRACHYCENTRUS NIGROSOMA,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,33
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,CHIMARRA OBSCURA,4
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,CHIMARRA SOCIA,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,CORBICULA,27
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,2
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,3
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,3
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,4
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE SCALARIS,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,LEPIDOSTOMA,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,LUMBRICINA,2
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,LUMBRICULIDAE,2
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,16
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,MICROCYLLOEPUS,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,NEOPERLA,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,4
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,PSEPHENUS HERRICKI,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,SIMULIUM,1
CRckUL_200C_41862,CRckUL_200C,8/11/2014,1,ICPRB,Kick Net,STENELMIS,140
CRckUR_100A_41169,CRckUR_100A,9/17/2012,1,ICPRB,Kick Net,AGNETINA,5
CRckUR_100A_41169,CRckUR_100A,9/17/2012,1,ICPRB,Kick Net,AMNICOLA,1
CRckUR_100A_41169,CRckUR_100A,9/17/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,9
CRckUR_100A_41169,CRckUR_100A,9/17/2012,1,ICPRB,Kick Net,BAETIS,6
